username,userid,profile_location,created_at,text,retweet_count,source,coordinates
"Norm Farrell, IN-SIGHTS.CA",27371671,"North Vancouver, BC, Canada",2009-03-29 03:29:20,"People around the world are experiencing weather whiplash. BC's flood victims understand.
https://t.co/NKluoFyqqn",0,Twitter Web App,
Jim Matkin,1895778721,VANCOUVER  BC,2013-09-23 01:29:03,Comedian Leaves Oxford Union SPEECHLESS https://t.co/flpBZWGXaZ via @YouTube Brilliant debunking of woke and climat… https://t.co/vqjVXnNNxi,0,Twitter Web App,
💰💴💵💰,1425871088484077568,"Vancouver, British Columbia",2021-08-12 17:25:57,@ChrisBa57027595 @zerohedge If he’s lecturing people on climate change while taking a private jet…seems pretty hypocritical,0,Twitter for iPhone,
jmtoriel,16574552,"Vancouver, Canada",2008-10-03 05:15:49,Revealed: Exxon made ‘breathtakingly’ accurate climate predictions in 1970s and 80s https://t.co/rCvcYCmqL6… https://t.co/M6UkSgzXJ7,0,Twitter for iPhone,
Rob-Pureblood 🇨🇦+🅾️+🩸+🍍:),1338527694649114627,"Vancouver, British Columbia",2020-12-14 16:54:18,@healthbyjames Like so many other heart attacks and cardiac arrests lately… wonder what could be causing it… climate change?,0,Twitter for iPhone,
Ordo Fraterna Fibonacci,766378262259986437,"Vancouver, BC, Canada",2016-08-18 20:56:31,Drone Survey for Coastal Climate Change Impacts | SCRR https://t.co/AbT22y70HH via @YouTube,0,Twitter Web App,
David Wiebe,57120329,Vancouver,2009-07-15 20:02:37,"@ClimateHuman So often, climate change deniers are also anti-immigration. Funny, that. Maybe if we started promotin… https://t.co/Bp6SqL93ar",0,Twitter Web App,
Simon Donner,18026912,Vancouver,2008-12-10 18:56:44,"As 2023 kicks off, is Canada's climate change plan aggressive enough? I had a long discussion with @AlexandraMaeJ o… https://t.co/I0bOt5d67y",1,Twitter Web App,
Port of Vancouver,196252207,"Metro Vancouver, BC",2010-09-28 17:51:46,EcoAction is one of the many ways that the port authority is working to improve local air quality and reduce emissi… https://t.co/bFscsnbap4,0,Twitter Web App,
Erica Pinsky,18246204,Vancouver,2008-12-19 17:27:26,This is your brain on climate change https://t.co/JqGsWyNUPK via @NatObserver,0,Twitter Web App,
Canadian Conservative 81,1599569327992504320,"Vancouver, British Columbia",2022-12-05 01:01:15,@DeplorableCana4 He had a Climate change wrapped in a Coincidence 💔,0,Twitter for Android,
mullahkilla,1354646409769705473,"Vancouver, British Columbia",2021-01-28 04:24:16,@JohnKerry @ClimateEnvoy Look at all these sheep’s thanking a politician. Climate change is fake,0,Twitter for iPhone,
Rob Chipman,386106777,Vancouver,2011-10-06 17:39:30,@StijnBruers @webmasterdave @JoshuaHiles @herbivorize @PaulDolman3 @WilliamsMitche @SteveCJjones @StephenCorrySvl… https://t.co/dSblj8Rwmz,0,Twitter for iPhone,
brendan shields,299465917,Vancouver,2011-05-16 04:07:27,@ABDanielleSmith Danielle at some point soon I hope you will embrace and understand that climate change hurts famil… https://t.co/XmY5oNFaUo,0,Twitter for iPad,
Edmond Bugos,289247700,Vancouver,2011-04-28 09:03:18,"According to some stupid bitch reporting for bloomberg, governments of the world are working together in Davis to s… https://t.co/7cNJKmPoO8",6,Twitter for Android,
PrometheanCave,1368727368529895424,Vancouver,2021-03-08 00:58:02,@backtolife_2023 You mean it is not enough anymore to feel bad for causing global warming? Now I have to feel guilt… https://t.co/BEGjQxzA7S,1,Twitter Web App,
Nexii,1232454508912893959,Vancouver Canada,2020-02-25 23:57:20,Is there a pathway to mitigate the #ClimateCrisis for the #constructionindustry ? https://t.co/z3HQH0EAIB via World Construction Today,0,Twitter Web App,
CTV News Vancouver,16313405,"Vancouver, British Columbia",2008-09-16 17:09:30,"Saturday was the warmest Jan. 14 on record in two B.C. communities, according to Environment and Climate Change Can… https://t.co/ULrcwqLF8y",0,True Anthem,
Jean P. Gelinas,2796195057,"Vancouver, British Columbia",2014-09-30 20:03:56,@GDJ9630 @neuraloup @nspector4 The oil and gas employees and their kids live on the same planet as the environmenta… https://t.co/DQEeewsD5m,0,Twitter for iPhone,
Jim Matkin,1895778721,VANCOUVER  BC,2013-09-23 01:29:03,Too Wet? Too Dry? Just Blame It On Climate Change https://t.co/nQgINmneK9 via @ccdeditor The climate has been chang… https://t.co/FFi2Muiiht,5,Twitter Web App,
🌎 Ben Holt,46851659,"Vancouver, BC",2009-06-13 08:09:05,@bruceanderson One will kill us all by doing nothing about climate change while pretending otherwise. The other is… https://t.co/sJFJBzrNjM,0,Twitter Web App,
"CanadaNotFree, YET",1081384945593966592,"Vancouver, British Columbia",2019-01-05 03:00:37,"Maybe its more like the plot of the movie...  Kingsman: The Secret Service  which deals with a mad man, global warm… https://t.co/TufzFvoRf6",0,Twitter Web App,
Bobdad,913412403383099392,"Vancouver, British Columbia",2017-09-28 14:37:42,"@drewleiper @LetsGoBrando45 @karl_claydon Oh, but the 'solutions' to 'climate change' absolutely harms the poorest the most",0,Twitter for Android,
Jennifer Campagnolo,131165566,,2010-04-09 13:24:01,Each climate calamity we endure is another learning opportunity for the nation to understand the existential threat… https://t.co/0CTnfzPLlZ,0,Twitter for iPhone,
Ray Williams,16445991,Vancouver B.C.,2008-09-25 03:18:07,"@TrainingMindful You mean like when 90% of the earth's wild animals are gone due to climate change, something better is coming?",0,Twitter Web App,
Jackie Law,17918618,"Vancouver, Canada",2008-12-06 07:25:12,"Could @thehistoryguy @HistoryHit help me locate one of Dan's pods? It was about how life evolved on earth, with a p… https://t.co/QDL8Uqmn6K",0,Twitter Web App,
CTV News Vancouver,16313405,"Vancouver, British Columbia",2008-09-16 17:09:30,"Saturday was the warmest Jan. 14 on record in two B.C. communities, according to Environment and Climate Change Can… https://t.co/KMHvTFVeKo",0,True Anthem,
Troy McLure22,1520942444476452864,"Vancouver, British Columbia",2022-05-02 01:45:26,@RealAndyLeeShow I wish more people understood the fight against climate change is actually just stealing from the… https://t.co/woi3jBfRVS,0,Twitter for iPhone,
Doug Little 🌹✊ 🧡 🇨🇦,2790351250,"Toronto, and Vancouver Canada",2014-09-29 00:49:23,"How do you like climate change so far? 

Five takeaways on the record-setting California storms

https://t.co/VaXeuoFmK7",0,Twitter for Android,
Richard Extreme Green Campbell,1138100232,"Vancouver, British Columbia",2013-01-31 22:44:23,@PJNewWest @CitizenYan @georgeprbenson @martynschmoll @jonathanxcote @Jonnotron1 @alyssa_jayne @kateintime… https://t.co/fVgQ2a4meJ,0,Twitter for iPhone,
Teresa Ngan,325967077,"Richmond, British Columbia",2011-06-29 04:43:29,Scientists Are Breeding Super Coral That Can Survive Climate Change https://t.co/gFLQIAD71D via @YouTube,0,Twitter Web App,
😈🔥Rebeka Fox🔥 🇨🇦,1504596502332669955,"Vancouver, BC. Canada",2022-03-17 23:12:32,@BCBrownell Climate change will not end through prayers and moderation. Religion continues to drive overpopulation.… https://t.co/Un8egox5m6,0,Twitter Web App,
Teresa Ngan,325967077,"Richmond, British Columbia",2011-06-29 04:43:29,Our marine ecosystems are under severe threat from climate change and biodiversity loss. Please Join me in taking a… https://t.co/GFTNTU0oEA,0,Twitter Web App,
Naizam (Nai) Jaffer,3241885442,"Vancouver, BC ",2015-06-11 02:54:05,African elephants face a grave challenge—climate change is causing droughts in Africa to become longer &amp; more sever… https://t.co/GNcTjRXAJp,0,Twitter Web App,
Bailey Parker,4789656793,"Vancouver, British Columbia",2016-01-20 17:06:06,@mattjohnstonca I was bit by a dog.  It was hot. He was mad.  Climate change bit me.,0,Twitter for iPhone,
Josh D,3469089194,"Vancouver, British Columbia",2015-09-06 09:32:31,@bcbluecon Men in dresses regularly lecture 'settler' watchers on land acknowledgement and climate change. That cha… https://t.co/orUPQ1Glpt,0,Twitter Web App,
Arthur Dornville,1438605207626158080,"Vancouver, British Columbia",2021-09-16 20:46:36,"@ztisdale 🎯 If I’m a company that makes hammers, the way that I help humanity is by providing them with hammers tha… https://t.co/cOL0L2dZtC",0,Twitter for iPhone,
Mark Scott,2726767198,"Vancouver, Canada",2014-07-27 21:32:37,"Superb podcast on the science behind climate change. 

Dr. Richard Lindzen Professor Emeritus at MIT, and an atmosp… https://t.co/z8wMdhmsBh",1,Twitter for iPhone,
Mark Scott,9209612,"Vancouver, Canada",2007-10-02 16:56:36,"Superb podcast on the science behind climate change. 

Dr. Richard Lindzen Professor Emeritus at MIT, and an atmosp… https://t.co/oKnGmjlbCp",0,Twitter for iPhone,
Val C.,20745003,"Vancouver, British Columbia",2009-02-13 03:36:22,"IYes, I like pina coladas very much.🍹
What I don't like? 
The mansplaining, climate change denying, Trudeau hating… https://t.co/34ausPAidD",0,Twitter for Android,
Janos Sitar,39080435,Vancouver,2009-05-10 17:28:05,@charlesadler @ChantalHbert @TorontoStar I was heartened at the mention that Quebecers are very concerned with clim… https://t.co/trQbc4uEyG,0,Twitter for iPhone,
@. CLIMATE CHANGER. 🌏🌏🌲🌏🌏💚🌲,87009722,Vancouver,2009-11-02 19:32:07,"As Floods Become More Frequent, Climate Change Threatens Seminole Tribe of Florida https://t.co/uzHvW6wAVR",0,Twitter Web App,
Derrick Penner,16803032,"Vancouver, B.C.",2008-10-16 05:26:57,"@jarmstrongbc @stephenbraverm1 @ParkBoard And maybe, in the era of climate change, maybe we need to consider rebuil… https://t.co/5H2XKDT7EY",0,Twitter for iPhone,
Charles Scott,48963522,"Vancouver, British Columbia",2009-06-20 08:44:24,"@NorsemanIvan @MSNBC Will planting trees by itself be enough, without reducing our emissions of CO2? No.… https://t.co/nhyckdnHg8",0,Twitter Web App,
Charles Scott,48963522,"Vancouver, British Columbia",2009-06-20 08:44:24,"@NorsemanIvan @MSNBC Yes, deforestration has been a factor.
https://t.co/WAevAtG91I.",0,Twitter Web App,
MattShea,26122317,"Vancouver, British Columbia",2009-03-23 23:39:42,"@namleznok @jordanbpeterson This does not disprove man-made climate change, does it?",0,Twitter for Android,
CTV News Vancouver,16313405,"Vancouver, British Columbia",2008-09-16 17:09:30,"Saturday was the warmest Jan. 14 on record in two B.C. communities, according to Environment and Climate Change Can… https://t.co/jRbpqRvUzT",5,True Anthem,
Slavica Vukmanovic,1284710374047019009,"Vancouver, BC. Canada",2020-07-19 04:43:48,"We don't have a climate change problem. We have a thinking, reasoning deficiency problem. 
Konstantin Kisin | This… https://t.co/KXd7r08Mo7",0,Twitter Web App,
Wosim Tahan,1464836987253313537,"Vancouver, British Columbia",2021-11-28 06:02:24,@UpwardNewsHQ Climate change 1000% everything is climate change including the election of Joe Biden,0,Twitter for iPhone,
Adam Temple,1035211337532489728,"Vancouver, British Columbia",2018-08-30 17:03:10,"@vonbrauckmann He makes some good points, but climate change will be solved by the Chinese because they don’t have… https://t.co/NctLkF1dg2",0,Twitter for iPhone,
Let The Gif Do The Talkin',1274155080967524354,"Vancouver, British Columbia",2020-06-20 01:40:30,@GlobalBC It must be climate change or Trump's fault.,0,Twitter for Android,
"The Powder Picker, Meteorologist David Jones",39779111,Whistler Pig Alley 1650m asl,2009-05-13 16:02:14,"Keith, the rains in California are not linked to Climate Change. I think you and your group need to do a bit of wea… https://t.co/oAQiimDAQA",1,Twitter Web App,
Cazzy Star,13537462,"Vancouver, British Columbia",2008-02-16 00:14:02,"@StantyPlays I don't think that context is the same at all lol

It's not about ethnicity it's about no NDP gov ever… https://t.co/Dy96ETHArI",0,Twitter for Android,
Philippine Canadian Inquirer,1010897337361694720,"Vancouver, British Columbia",2018-06-24 14:48:01,"Many people think of the annual UN climate talks as talkfests which achieve only incremental change, at best. https://t.co/j3EwZenpl7",0,SocialPilot.co,
RunDaJewels 🇺🇦,129364232,"Vancouver, British Columbia",2010-04-04 02:15:20,@impishchimp In the 70s when Exxon was the worlds largest company they spent $$ on climate studies where they predi… https://t.co/FPnYU4tfYu,0,Twitter for iPhone,
Rjr,1021947116422189057,"Vancouver, British Columbia",2018-07-25 02:35:54,@ECOWARRIORSS Oooh you are admitting that El Niño has a massive influence on the climate… not only that but the cli… https://t.co/nfGK32voHn,0,Twitter for iPhone,
baldguyinit,1589992458699640835,"Vancouver, BC",2022-11-08 14:45:28,"@tan123 Luke Mullen probably publicly bitches and screams climate change when it's dry at Santa Barbara, too.",0,Twitter Web App,
Sarabjeet Kaur,1306632605073248261,"Vancouver, British Columbia",2020-09-17 16:34:34,"@SaveYourSons - Investment 
- Minimize usage of plastic
- Microplastic - how to save yourself from this monster
- I… https://t.co/pl2ONW6XD0",0,Twitter for iPhone,
Diane S. Baker,933873023257518080,"Vancouver, British Columbia",2017-11-24 01:40:54,"Excess deaths from a virus, common cause, speaks to the lack of resilience. It is an issue of Climate Change. https://t.co/2OiLd6Ycxt",0,Twitter for iPhone,
Kat Montagu,20465627,Vancouver,2009-02-09 20:47:46,@JoJoFromJerz Give pepper spray to schoolgirls in Iran. Open family planning centres worldwide. Pay for girls’ educ… https://t.co/3djCKiJ2gZ,0,Twitter for iPhone,
Elaine Diane Taylor,248362449,"Vancouver, British Columbia",2011-02-06 21:00:09,Rational thoughts re: climate change. https://t.co/JFr3eoIufX,0,Twitter Web App,
Common Sense,1212883247253688320,"Vancouver, British Columbia",2020-01-02 23:48:32,"Funny how many of the same people who scream ""FOLLOW THE SCIENCE"" in reference to Covid or climate change will happ… https://t.co/k0FqqG3Zh7",0,Twitter Web App,
Winson Tang,38374100,"Vancouver, BC",2009-05-07 05:07:11,Ocean heat warming equal to 5 atomic bombs exploding “every second” for a year https://t.co/gFHcTdIfCh,0,dlvr.it,
Philippine Canadian Inquirer,1010897337361694720,"Vancouver, British Columbia",2018-06-24 14:48:01,"Across much of the world’s oceans, waves are getting bigger. https://t.co/4xG0mWwkkj",0,SocialPilot.co,
Mina Nozar,18969261,Vancouver,2009-01-14 06:37:39,"@nbreavington Climate changes...
That is real... Why?
Because change is the essence of life or creation itself.
The… https://t.co/LQNAo4ckp1",0,Twitter for Android,
DaveyGuitr3,581448778,"Vancouver BC, Canada",2012-05-16 02:29:27,"@FoodProfessor How much $$ do you make a year? 6 digits at least, maybe even 7? You're a privileged white dude that… https://t.co/OJa4ANpqYb",0,Twitter Web App,
Girl Incognito,1651513182,Vancouver BC,2013-08-06 23:48:52,"@DrEliDavid Probably natural causes…or climate change.
Sadly predictable. https://t.co/Tumd0rIQA5",0,Twitter for iPhone,
Jimmy Scrambles 🤠🇨🇦🎃 🐧 🦞,1379217473476567040,Vancouver BC,2021-04-05 23:41:02,@dustedknuckles @VaushV @jordanbpeterson The natural world responds to changes in climate over thousands of years w… https://t.co/ikb4kZokJ6,0,Twitter for Android,
Peter,4766281362,"Vancouver, British Columbia",2016-01-16 03:56:58,@TheoFleury14 Have you read this yrs focus? Their “Attendant System Transformation Imperatives” on food &amp; energy pr… https://t.co/dE5nivst9F,0,Twitter for iPhone,
Bombay Bags,3137374093,"Vancouver, BC, Canada",2015-04-03 18:46:45,"Opinion: Finally, good news that inspires some hope for climate change #totebags #jute #burlap #canvastote
https://t.co/jDyzicsFxC",0,FS-Poster-App,
Jean P. Gelinas,2796195057,"Vancouver, British Columbia",2014-09-30 20:03:56,"‘If you win the popular imagination, you change the game’: why we need new stories on climate | Climate crisis | Th… https://t.co/dmTOLQWeNg",0,Twitter for iPhone,
‘Dezza’,242841865,"Vancouver, British Columbia",2011-01-25 18:34:27,@Ant__DeSimone @CryptoWendyO Point is has nothing to do with safety or climate change,0,Twitter for iPhone,
"The Powder Picker, Meteorologist David Jones",39779111,Whistler Pig Alley 1650m asl,2009-05-13 16:02:14,"@LeafpaysNetZero Why won’t Katharine Hayhoe debate me on British Columbia weather and climate?

Go to  Is This Clim… https://t.co/4sMv0M0L5T",0,Twitter Web App,
"The Powder Picker, Meteorologist David Jones",39779111,Whistler Pig Alley 1650m asl,2009-05-13 16:02:14,"Katharine Hayhoe could not forecast her way out of a wet paper bag.

https://t.co/sBUWv8wifl

You can find more wet… https://t.co/BAg4RtDksC",0,Twitter Web App,
"The Powder Picker, Meteorologist David Jones",39779111,Whistler Pig Alley 1650m asl,2009-05-13 16:02:14,"Katharine Hayhoe is one of those dumpster fires.
https://t.co/c8MCigH5Y8

To learn about other dumpster fires, chec… https://t.co/inRRY1EWwP",0,Twitter Web App,
Dr. Jean Buckler,753520741,"Vancouver, British Columbia",2012-08-12 17:57:40,@CitizenYan Second winter is coming (or not because climate change and everything we ever thought we knew is probably wrong now),0,Twitter for iPhone,
Curtis 🇨🇦,344503439,"Vancouver, British Columbia",2011-07-29 04:40:11,@jordanbpeterson Even Exxon agrees that climate change is real. Their own scientists studies were actually slightly… https://t.co/bG5tJqgTCj,0,Twitter for iPhone,
Rick Benner,2279408418,Vancouver bc,2014-01-06 18:00:08,Danielle Smith Calls out Trudeau's Terrible Climate Change Plan for Alberta https://t.co/vuLDvVvNrN via @YouTube,0,Twitter Web App,
yolanda rose ,709692930,"Vancouver, British Columbia",2012-07-21 22:44:00,The truth on climate change. https://t.co/X2BmcmwAVR,0,Twitter for Android,
S K,39334553,"Vancouver, BC",2009-05-11 20:33:17,"@Wellwhaddayano @jordanbpeterson Climate change is a verifiable fact.
The efficacy of the Covid vaccine and the ser… https://t.co/eHBhp3lzn5",0,Twitter for iPhone,
Lee-Ann Bates,371895729,"Vancouver, British Columbia",2011-09-11 18:33:26,@KevinFalcon After watching the debate for leadership I feel you’ll need to get more clear on where you stand on ma… https://t.co/7H6uBLDuqR,0,Twitter for iPhone,
365give,182392494,"Vancouver, British Columbia",2010-08-24 14:01:36,"There are so many ways that you can volunteer in your community to help fight climate change:
🌳 Plant trees in your… https://t.co/8XE9aNVFX8",0,Twitter Web App,
G 👩🏻‍🦽is in solidarity with Stephanie Allen!,2827299613,"Vancouver, BC, Canada ",2014-09-23 02:21:47,"In the next two months I'm doing workshops, presentations and designing material about ableism for people working i… https://t.co/ce7wGdZcJx",8,Twitter Web App,
Jon Hunter,1073029555,Vancouver British Columbia,2013-01-09 06:51:21,"@TaotaoTasi @KBoerder That’s a decent question. There are over 100,000 MPAs around the globe so this would need som… https://t.co/o3yK7gKJOA",0,Twitter for iPhone,
"Norm Farrell, IN-SIGHTS.CA",27371671,"North Vancouver, BC, Canada",2009-03-29 03:29:20,"Over billions of years, the natural world has developed associations upon which we humans have always depended. Per… https://t.co/idoJtuFSdR",1,Twitter Web App,
zsazsa,199527679,vancouver,2010-10-07 02:44:04,@antonioguterres Justice and climate change should not be used in the same sentence,0,Twitter for iPhone,
Simon Donner,18026912,Vancouver,2008-12-10 18:56:44,"'We're still on the bunny slopes': As 2023 kicks off, is Canada's climate change plan aggressive enough? https://t.co/ZMip23l3Hb",4,Twitter for Android,
"CanadaNotFree, YET",1081384945593966592,"Vancouver, British Columbia",2019-01-05 03:00:37,@BilboBurgler Global warming hoax went down in flames so the  rats changed to climate change... something that has… https://t.co/hKxZygi7HL,0,Twitter Web App,
Jordan Ross 🌱(they/them),33779166,"Vancouver, British Columbia",2009-04-21 02:39:10,@Hello_its2023 @Lucyincanada @ParkBoard @ParkBoardScott @greenestcity @WeAreHub I love climate change!,0,Twitter Web App,
Marlow 🇨🇦🇺🇦,17819835,"Vancouver, Canada",2008-12-02 21:50:43,"@PierrePoilievre What are some ways I have hindered Canada?
- Rent high end apartment to friends not a family.
- Ha… https://t.co/ruWDuxvPn1",0,Twitter for iPhone,
michael grey,274369575,Vancouver,2011-03-30 06:04:03,"Contrails are a problem for aviation – but there could be an easy solution

https://t.co/uBsxj05MUg",0,Twitter for Android,
baldguyinit,1589992458699640835,"Vancouver, BC",2022-11-08 14:45:28,"Any time a celebrity or politician uses bad weather as evidence of climate change, please take note, and don't beli… https://t.co/3eZB7BbmSI",0,Twitter Web App,
Michael Snell,1486561993863536643,"Vancouver, British Columbia",2022-01-27 04:50:38,@tedcruz Name one thing the GOP has to offer to deal with climate change. Facing a problem takes balls. You cant ev… https://t.co/55eZ7iww8n,0,Twitter for iPhone,
CityNews Vancouver,71080496,Vancouver,2009-09-02 21:25:55,"As the world's population grows, and the impacts of climate change get worse, one thing we're going to need more of… https://t.co/WyFGeSIrmc",1,Emplifi,
Jaime,34116722,"Vancouver, BC",2009-04-22 00:52:21,"As both a snowboarder and summer lover, this weather confuses me. It needs to cool down so the mountains get better… https://t.co/Nta5ydLcPN",0,Twitter for iPhone,
Charles Scott,48963522,"Vancouver, British Columbia",2009-06-20 08:44:24,@NorsemanIvan @MSNBC You're right about the length of time needed to calculate a meaningful trend. So here's a grap… https://t.co/ziHpqEn8GN,0,Twitter Web App,
Robert Ford,236535636,Vancouver BC,2011-01-10 20:26:46,@AOC Were these the same guys you interviewed in an official session a while back? https://t.co/TJCY9kbwdz,0,Twitter for Android,
ELEPHANATICS,2918023842,Vancouver BC Canada,2014-12-04 01:07:17,"One Mouthful at a Time: How Forest Elephants Help Fight Climate Change https://t.co/NsXyEUV4J1 
@condofire @jettbritnell @ReneBeyers",3,Twitter Web App,
gemmavandermeer,532708050,vancouver b.c.,2012-03-21 22:47:28,"@elonmusk @ScottAdamsSays burning trees  . more wind. climate""change""",0,Twitter for iPad,
The Province,16342817,"Vancouver, B.C.",2008-09-18 04:21:32,"Climate Change: 2022 was 17th hottest on record in Canada, fifth globally: report https://t.co/RgLSsoIpDT",1,Echobox,
The Vancouver Sun,12089642,"Vancouver, B.C. Canada",2008-01-10 23:08:57,"Climate Change: 2022 was 17th hottest on record in Canada, fifth globally: report https://t.co/EFgTfH2gg1",0,Echobox,
A Conservative Environmentalist,843907429066719232,Greater Vancouver,2017-03-20 19:29:44,@PeterDClack @DrEricDing @NASAViz @NASAClimate Most of the people that believe in the certainty of climate change a… https://t.co/gfju9sGhoN,0,Twitter Web App,
Jim Nelson,37235655,"Vancouver BC ,Canada",2009-05-02 17:04:31,"@WeAreCanProud I know-that whole pesky,climate change thing- you know, droughts &amp; floods &amp; heat domes &amp; atmospheric… https://t.co/yfJjetBw7v",0,Twitter Web App,
Happy Eco News,981139646460637184,"Vancouver, British Columbia",2018-04-03 12:01:35,"Researchers have found that old trees in the UK were critical to fighting climate change.

They used laser scans to… https://t.co/KyuZi2OJyv",0,Hootsuite Inc.,
Lajos Illes,1590142072270782464,"Vancouver, B.C. Canada",2022-11-09 00:40:12,– the firm that laundered Hillary Clinton’s funding of the infamous ‘Steele Dossier’ – and a study which found an i… https://t.co/p6fIreJk3J,0,Twitter Web App,
Dr. Chris Bataille,3186872395,Vancouver,2015-05-06 16:19:40,"Dear @nyt, I applaud the coverage of one of the central action vehicles of the Paris Agreement, but better to call… https://t.co/7yQjbCUQgJ",0,Twitter Web App,
Ron Loewen,96794524,"Vancouver, BC",2009-12-14 16:44:34,Climate Change in 2022: Multiple Billion-Dollar Disasters  https://t.co/npSMnSfDVe,2,Twitter Web App,
Norris Morgan,91409597,"Vancouver, British Columbia",2009-11-20 19:38:51,@EvergreenJourn1 @MatthewWielicki I have thought the same thing. The climate scientists still avoid the question of… https://t.co/Mvrg7QniQe,3,Twitter for Android,
Lindsay Brown - @lidsville@mastodon.social,17829133,Vancouver,2008-12-03 04:41:44,@antonioguterres @LetsFishSmarter Please make sure that you are not including hydroelectricity in your list of clea… https://t.co/QzG0C61bG6,1,TweetDeck,
toffa,1032707112445476867,"Vancouver, British Columbia",2018-08-23 19:12:17,@liberal_party Fight against climate change? Climate Change is completely natural. You want to fight the sun and geomagnetics?,0,Twitter for iPhone,
Dr. Chris Bataille,3186872395,Vancouver,2015-05-06 16:19:40,"We consistently spend huge &amp; often wasteful sums on defense &amp; other forms of security, but we are all forgiving of… https://t.co/Q4jJW0kAcE",1,Twitter for iPhone,
Keith Gillard,583192902,Vancouver BC,2012-05-17 20:27:50,U.S. Climate Change And Healthcare Bill Moves Democrats ...  https://t.co/QXImYDNrGQ,0,BHIVE Nectar,
FORED BC,711377977565585409,"Vancouver, BC, Canada",2016-03-20 02:25:01,"""Policy issues, especially energy and climate change, are being weaponized in 🇨🇦 for political gain at the expense… https://t.co/RAujf0gPWV",0,Hootsuite Inc.,
David Gloyn-Cox  🐉,93770780,Vancouver,2009-12-01 02:34:08,"@ayoair Climate is the trend over longer periods of time, weather is the local short term situation.

Under climate… https://t.co/og3XEVesv5",0,Twitter for Android,
Alexandros isidorou 🇺🇦 🇬🇷 🇨🇦,2912141928,"Vancouver, British Columbia",2014-11-27 20:54:06,"@JoJoFromJerz I’m in Canada so lottery winnings wouldn’t be taxed here. 
Donate 1.25 billion to fight climate chang… https://t.co/zjQAhaohYN",0,Twitter for iPhone,
toffa,1032707112445476867,"Vancouver, British Columbia",2018-08-23 19:12:17,@stkirsch I checked snopes. It’s climate change and the far-right that caused her death.,0,Twitter for iPhone,
SRM Sings For You,826289058129154048,Vancouver BC,2017-01-31 04:40:37,@WallStreetSilv In Chinada they want to make it illegal to have a garden because you might put something into the s… https://t.co/0QlOUPOfHi,0,Twitter Web App,
Ralph Kuerbis,821677992669802496,"Vancouver, British Columbia",2017-01-18 11:17:54,"@elonmusk @ScottAdamsSays It is more foolish to spend the fuel on a ""war against climate change."" The contradiction… https://t.co/hTNyPEqzzp",0,Twitter Web App,
Ralph Kuerbis,821677992669802496,"Vancouver, British Columbia",2017-01-18 11:17:54,"@PeterSweden7 I think it is a climate change ""conspiracy."" My SUV was rear ended 5 times, and my truck was front en… https://t.co/Rj57ZxnIhG",0,Twitter Web App,
Ralph Kuerbis,821677992669802496,"Vancouver, British Columbia",2017-01-18 11:17:54,"@LauraLynnTT @MBrassenstein I think it is a climate change ""conspiracy."" My SUV was rear ended 5 times, and my truc… https://t.co/3buUuVsEBn",0,Twitter Web App,
Pradeep Raj Takhar,1572823504772538368,Vancouver BC,2022-09-22 05:42:43,*** RCA Advisory To Cdn Citizens &amp; Residents...Re : Climate Change Issues...Tax Incentives..Every Year For Tax Paye… https://t.co/nI9rtvMYdN,0,Twitter for Android,
Ameer Z.,73090164,"Vancouver, British Columbia",2009-09-10 10:43:32,"He's gonna tackle climate change by flying a private plane with public money 

His Highness Justin Trudeau and Her… https://t.co/BwHr2cwHY7",0,Twitter for Android,
Angry Old St. Nick,804550138089746432,"Vancouver, British Columbia",2016-12-02 04:57:55,"@gargantuandwarf @Kushbai @umbrellaboss @elonmusk @ScottAdamsSays https://t.co/qYTj2aaQkN
https://t.co/pVPU5yiMCL… https://t.co/Dt6yl5ozmb",0,Twitter Web App,
KM,74276700,"Vancouver, BC",2009-09-14 21:56:01,"@cbcnewsbc Frontline reported this back in August.
https://t.co/IwNnZ6FrG2",0,Twitter Web App,
Kara McNair. #BringBackMasks 🦀 💉 💉 💉 💉 💉 😷,830585528961495040,"Vancouver, British Columbia",2017-02-12 01:13:16,"Funny how, as a matching example, climate change leads to more drought, which leads to more dried forests, which le… https://t.co/BSJQ9SQnfS",1,Twitter Web App,
Jim Matkin,1895778721,VANCOUVER  BC,2013-09-23 01:29:03,Bill Gates: Nuclear Power and Fake Meat can Save Us from Climate Change https://t.co/OeU4knCZXs via… https://t.co/a8LN6DS0sP,0,Twitter Web App,
BogusThought - get checkmark or die tryin 😂,1266489338675646464,"Vancouver, BC  ",2020-05-29 22:00:00,@elonmusk @ScottAdamsSays You can ask your Twitter friend AOC. She's an expert in global warming and gas stoves!!!… https://t.co/KnXDhlcDf5,3,Twitter Web App,
Teresa Ngan,325967077,"Richmond, British Columbia",2011-06-29 04:43:29,Our marine ecosystems are under severe threat from climate change and biodiversity loss. Please Join me in taking a… https://t.co/6yiCTF6dm9,0,Twitter Web App,
Charles Carl,508574437,Greater Vancouver,2012-02-29 08:19:01,@aaronhoyland @OpLoveJustin It’s actually climate change now.  Vaxs are yesterday’s scapegoat,0,Twitter for iPhone,
Politics Ruin Everything,830693383303630848,"Vancouver, British Columbia",2017-02-12 08:21:50,"@TysonAdams1 @ed_hawkins You believe in climate change.
You believe the vaccines work.
You believe everything covid… https://t.co/V8iPS8WHL3",0,Twitter for Android,
